,Planet Name,Full Phase Curve Noise Estimate 1.95-2.6um,Full Phase Curve Noise Estimate 2.6-3.25um,Full Phase Curve Noise Estimate 3.25-3.9um
314,HAT-P-54b,1.6863278383415357e-05,2.2366970085887937e-05,2.852840885163458e-05
315,MASCARA-4b,4.513686876919717e-06,6.2875542991913186e-06,8.256655715337568e-06
316,HATS-70b,4.634168964900719e-05,6.461644161967027e-05,8.490193414240036e-05
317,WASP-52b,2.0845711598407367e-05,2.8046360651292334e-05,3.607560893944841e-05
318,WASP-7b,5.236646345592562e-06,7.1989910079063804e-06,9.379284770530176e-06
319,HAT-P-44b,2.1284783157547535e-05,2.8797796277847457e-05,3.716529568368167e-05
320,KELT-14b,1.5130538563727351e-05,2.0638856804101644e-05,2.6765009000794534e-05
321,WASP-192b,2.4856690363943838e-05,3.3958021245439445e-05,4.407794235099897e-05
322,WASP-162b,1.1054791207570179e-05,1.4958194419243483e-05,1.930547174345988e-05
323,TOI-169b,2.3188049418514886e-05,3.166507373268079e-05,4.1091378659311016e-05
324,GJ1132b,8.546131163862253e-06,1.0866801420467221e-05,1.3519172423984215e-05
325,HD63433c,6.355788099712846e-07,8.654963610906346e-07,1.1212690042292607e-06
326,HATS-52b,4.690217872644246e-05,6.416332195152413e-05,8.335269508408065e-05
327,HATS-57b,2.146043344860991e-05,2.91779626636636e-05,3.77655528742698e-05
328,KELT-15b,1.267534281361046e-05,1.7338543677870474e-05,2.252273209291804e-05
329,HD202772Ab,3.4037475395637206e-06,4.672082556191054e-06,6.081521129717394e-06
330,HATS-10b,2.9176616083975255e-05,3.984292438291552e-05,5.170367536592723e-05
331,K2-198d,6.623880858864729e-06,8.948636668106501e-06,1.1538574279511859e-05
332,HATS-64b,2.2772012527354806e-05,3.136045345954653e-05,4.090110434566397e-05
333,K2-260b,2.3920363556028494e-05,3.287134516614386e-05,4.2816881766699985e-05
334,WASP-180Ab,1.1499311534196489e-05,1.584429613158269e-05,2.0670785263065893e-05
335,TOI-674b,1.3312460343173127e-05,1.7128105882838307e-05,2.145741915522459e-05
336,TrES-3b,2.535693161184678e-05,3.4509613104668174e-05,4.4692498503320707e-05
337,WASP-10b,1.3823598304940996e-05,1.8467373015191327e-05,2.3654870135634658e-05
338,TOI-1789b,6.406687920979679e-06,8.762258814648222e-06,1.1381058103699156e-05
339,KELT-1b,1.5451665600205494e-05,2.1289114061932458e-05,2.7773485523003082e-05
340,WASP-107b,5.895636049849498e-06,7.828177500268553e-06,9.990930350875368e-06
341,WASP-36b,3.221245866166954e-05,4.4036939630056844e-05,5.7183546147702344e-05
342,Kepler-18c,1.714416167307496e-05,2.3216070484475305e-05,2.9977402961583922e-05
343,HAT-P-68b,2.746018631754444e-05,3.653536444479249e-05,4.668519315885217e-05
344,TOI-1807b,1.0481907437000723e-05,1.4020969622784888e-05,1.7973029018869128e-05
345,HAT-P-17b,4.239007470175805e-06,5.730223433288066e-06,7.391334496806716e-06
346,HATS-45b,2.948817252422007e-05,4.0561892739274276e-05,5.2864787717452465e-05
347,TOI-1728b,8.340682885449353e-06,1.0926813624068042e-05,1.383531824310135e-05
348,HAT-P-3b,1.2134846564013729e-05,1.638528723230312e-05,2.112107971226814e-05
349,WASP-95b,8.059073896063156e-06,1.0997454033820076e-05,1.426521856547403e-05
350,HATS-31b,2.3438222591903576e-05,3.208117938687258e-05,4.168896419279774e-05
351,KELT-19Ab,6.8778017495942215e-06,9.558020270867312e-06,1.2533505417850015e-05
352,WASP-87b,1.3536469207004483e-05,1.861983178482937e-05,2.426744385344208e-05
353,Kepler-447b,1.1055644090318327e-05,1.5008708793986151e-05,1.9408584126778916e-05
354,Kepler-1656b,3.5180717709221242e-06,4.79382005758876e-06,6.212886778306878e-06
355,TOI-4010c,1.1883654622807016e-05,1.5975536541190084e-05,2.053915668698449e-05
356,HATS-55b,2.7866125098543812e-05,3.822243696343389e-05,4.9731849764069503e-05
357,Kepler-450b,5.8995950309557515e-06,8.091341658158602e-06,1.0527152169466407e-05
358,K2-155c,5.104812881750217e-06,6.745923535230779e-06,8.585466301075947e-06
359,WASP-13b,8.686214241444756e-06,1.1873264977599625e-05,1.5416727794365233e-05
360,WASP-58b,1.2344802841566938e-05,1.683847601794611e-05,2.183619835831213e-05
361,WASP-119b,1.7699733755797497e-05,2.408852038244389e-05,3.119641352901617e-05
362,HAT-P-52b,3.0049314719685188e-05,4.053329622849199e-05,5.221696202981409e-05
363,WASP-4b,2.856747823888649e-05,3.878653520057583e-05,5.0160410619773705e-05
364,HATS-5b,1.5710397606617102e-05,2.1259185963643526e-05,2.7438866545149005e-05
365,Qatar-7b,3.0974568727442336e-05,4.2575272024948036e-05,5.5464621522833053e-05
366,WASP-114b,3.0369541455626554e-05,4.1506685649786397e-05,5.38895454917465e-05
367,55Cnce,1.76009670080569e-06,2.378750972595041e-06,3.067919537555584e-06
368,WASP-160Bb,2.053813797642925e-05,2.7789086101775338e-05,3.586462975881937e-05
369,WASP-142b,3.264563241561149e-05,4.466001963812977e-05,5.801652542489127e-05
370,HATS-29b,1.7555959793828118e-05,2.3900187152706135e-05,3.0958155815697724e-05
371,K2-140b,1.4875662997053956e-05,2.022455981961597e-05,2.6176513729877338e-05
372,WASP-50b,1.8433020781123805e-05,2.4985070521526097e-05,3.2279752122185605e-05
373,TOI-431b,6.405130429341043e-06,8.590635231420241e-06,1.1029483431229219e-05
374,TOI-172b,7.237351731707423e-06,9.848941862347974e-06,1.2754522744903952e-05
375,TOI-2076c,1.5230452632281636e-06,2.05659496912484e-06,2.651065316842372e-06
376,WASP-90b,1.2127856953146783e-05,1.6678390950054477e-05,2.1734149956045827e-05
377,TOI-269b,1.3183141098352908e-05,1.696172088255507e-05,2.124897855375699e-05
378,HAT-P-50b,1.7501966370188668e-05,2.4026054854420275e-05,3.1275874772665215e-05
379,TrES-1b,1.2891749635554919e-05,1.7421781539993243e-05,2.2468222464743966e-05
380,WASP-106b,9.031983998414448e-06,1.2363389500078546e-05,1.606665386220039e-05
381,K2-266b,2.0235821061207405e-05,2.676205282219542e-05,3.407540901541791e-05
382,TOI-201b,1.2707846952479463e-06,1.7468669742405303e-06,2.2758295419406464e-06
383,WASP-88b,1.1294881812500355e-05,1.5533052300252784e-05,2.0241761905631544e-05
384,HATS-39b,2.5441215996560223e-05,3.504332852260717e-05,4.570983737217579e-05
385,WASP-168b,1.4675724472214813e-05,2.007404450825717e-05,2.6075514203176932e-05
386,HD2685b,6.07831148904879e-06,8.39282005541103e-06,1.0963347459755524e-05
387,K2-237b,1.6940619281226194e-05,2.3277854728014603e-05,3.03192910121556e-05
388,HD149026b,3.017363722417536e-06,4.135935315558277e-06,5.379152690191653e-06
389,HAT-P-39b,2.2869201396929455e-05,3.145003136886068e-05,4.09835517071226e-05
390,TOI-270c,4.511016246752709e-06,5.801899981371733e-06,7.266860823854701e-06
391,HAT-P-30b,1.0889736165458903e-05,1.4953388603614545e-05,1.946892939208465e-05
392,LP791-18b,3.519043242990253e-05,4.394092790547219e-05,5.408328362479529e-05
393,HAT-P-12b,1.5406427838641296e-05,2.0569770411943305e-05,2.6338622592303983e-05
394,TOI-421c,2.6595393360842574e-06,3.6002019366971887e-06,4.647741162727638e-06
395,TOI-700c,3.505522913053563e-06,4.499464276654256e-06,5.6287716503718895e-06
396,TOI-451d,4.139488633479552e-06,5.624804485533196e-06,7.277737597758456e-06
397,NGTS-2b,9.90013351270418e-06,1.3622306225152541e-05,1.7757504123667937e-05
398,WASP-89b,2.2357960305579044e-05,3.0157909975836012e-05,3.8850445444256326e-05
399,WASP-161b,8.778905604555294e-06,1.206865202185065e-05,1.5723776288240095e-05
400,WASP-68b,6.423486640277627e-06,8.77558255414343e-06,1.1390911991789583e-05
401,TOI-904b,4.48999629148765e-06,5.838174420098805e-06,7.359489849669164e-06
402,KELT-8b,7.2384649719158005e-06,9.866701949994067e-06,1.2790042827339099e-05
403,Qatar-5b,2.2202149514025342e-05,3.0260458148709676e-05,3.922371303980369e-05
404,HATS-13b,3.1340537840630405e-05,4.2567501924660486e-05,5.506236418628512e-05
405,TOI-1518b,7.404626698361513e-06,1.0272635746652524e-05,1.3456871788531789e-05
406,KOI-94d,7.279026308232931e-06,9.980229479984722e-06,1.2982335049294043e-05
407,WASP-8b,3.8925564479413084e-06,5.293468820214008e-06,6.852264165368294e-06
408,WASP-3b,1.2348783794884459e-05,1.6976281694633658e-05,2.2117735691548502e-05
409,WASP-186b,8.844382088800351e-06,1.2153078971490622e-05,1.5829437352365177e-05
410,WASP-175b,2.680263929487739e-05,3.6770581129221196e-05,4.7848140128053854e-05
411,WASP-164b,2.9162187267070547e-05,3.978108003642743e-05,5.159092617693366e-05
412,HAT-P-38b,1.5499858321991242e-05,2.098390418446951e-05,2.7090934846740207e-05
413,HD332231b,1.5990318899035773e-06,2.18980566112213e-06,2.846485480305423e-06
414,WASP-144b,3.534813477118602e-05,4.7742741522128325e-05,6.155186675506443e-05
415,TOI-125c,5.309191785499066e-06,7.186387879359332e-06,9.276903847912524e-06
416,WASP-75b,1.5790029011231507e-05,2.1626868986740997e-05,2.8114743071489643e-05
417,HAT-P-40b,1.0309971700611458e-05,1.4117402184503207e-05,1.8349648364731827e-05
418,WASP-66b,1.40792424854077e-05,1.9399047202415603e-05,2.530838452519864e-05
419,WASP-17b,1.3039260726870973e-05,1.7975857866260826e-05,2.3459251781821216e-05
420,WASP-79b,8.432370788958497e-06,1.1618519897843748e-05,1.5157753167984769e-05
421,WASP-14b,8.033568682310516e-06,1.1053587253563964e-05,1.4408728995171552e-05
422,HD219666b,4.425157992402163e-06,6.01074954139487e-06,7.775387300673257e-06
423,WASP-120b,1.0822857631157068e-05,1.4887175188861253e-05,1.9402628992942707e-05
424,HATS-7b,2.117301052556341e-05,2.847805082538592e-05,3.662428056915173e-05
425,HAT-P-34b,7.18776182490269e-06,9.886077384522257e-06,1.2883932061360535e-05
426,HATS-30b,1.9657755807726082e-05,2.6867776138342366e-05,3.48842084938705e-05
427,TOI-561c,3.7873026266090846e-06,5.13104353756585e-06,6.627223504667463e-06
428,TOI-905b,1.0405055858371688e-05,1.414307541353533e-05,1.8302702187784967e-05
429,WASP-34b,7.848214750194673e-06,1.0689211264790828e-05,1.3849597532549613e-05
430,WASP-67b,1.2288200379857375e-05,1.659698250856152e-05,2.1397498830887684e-05
431,WASP-11b,9.472684446438355e-06,1.2690977501999451e-05,1.6283339237059782e-05
432,HAT-P-41b,1.2471279257273726e-05,1.714267042917464e-05,2.233295659249297e-05
433,HAT-P-43b,2.9641453201945505e-05,4.0337537834795306e-05,5.2237697305755815e-05
434,HAT-P-23b,2.8646241557452795e-05,3.9132392518173344e-05,5.0792232316012115e-05
435,TOI-2158b,5.548522955179981e-06,7.553948532583404e-06,9.784973056786449e-06
436,WASP-44b,3.006451163791095e-05,4.076482652732399e-05,5.2677202533161815e-05
437,WASP-55b,1.4204993247646465e-05,1.9403470029549472e-05,2.5183856304690488e-05
438,WASP-156b,1.0627496912866059e-05,1.4271986220862628e-05,1.833765317426062e-05
439,WASP-49b,1.285839584648361e-05,1.7486070761370387e-05,2.2635285129796695e-05
440,TrES-4b,1.551856017833444e-05,2.130719694902006e-05,2.7739622753768102e-05
441,HD89345b,2.5856298543669393e-06,3.5173963810152405e-06,4.554113890991531e-06
442,GJ1252b,1.2769962672545882e-05,1.6388436082969814e-05,2.050004764764082e-05
443,WASP-23b,1.930079605435479e-05,2.6044103627150707e-05,3.35584661641881e-05
444,HD108236d,2.233227249441879e-06,3.04301059920444e-06,3.943767650820546e-06
445,WASP-113b,1.3800783516877828e-05,1.8848690680590106e-05,2.4461764092560974e-05
446,L98-59c,3.4848703606998817e-06,4.463338374421107e-06,5.576492992484115e-06
447,HAT-P-18b,1.2219053394045537e-05,1.6371497102575035e-05,2.1006508047563947e-05
448,HAT-P-7b,1.2275605548146049e-05,1.68837239085645e-05,2.2003393984369786e-05
449,KELT-2Ab,3.546717251277078e-06,4.871572862798937e-06,6.343710762648178e-06
450,HAT-P-46b,1.051663625578436e-05,1.4407882707627623e-05,1.873301424693427e-05
451,TOI-677b,3.5528728579705266e-06,4.878143387638082e-06,6.350805206129759e-06
452,WASP-71b,9.60371639168106e-06,1.3146697601821704e-05,1.7085127435096262e-05
453,HATS-72b,9.013795503305285e-06,1.2036440332904321e-05,1.5413415851357415e-05
454,WASP-118b,1.1045626418221987e-05,1.51865623025403e-05,1.978735789222275e-05
455,Kepler-6b,2.6371184405271857e-05,3.5888304115893756e-05,4.6476727586951524e-05
456,KELT-11b,1.9312477719292307e-06,2.6165927135798874e-06,3.379678322462554e-06
457,HAT-P-65b,2.5940228526411206e-05,3.540071273088271e-05,4.592158073707585e-05
458,CoRoT-11b,2.8150606818951397e-05,3.87175676026848e-05,5.045759083440241e-05
459,L98-59d,2.4904692742382656e-06,3.189733313290857e-06,3.985251391962106e-06
460,LP791-18c,1.4844133047015346e-05,1.853529311802052e-05,2.281357182367967e-05
461,HD108236e,1.9064826671232702e-06,2.597786214862612e-06,3.3667530571865823e-06
462,LTT3780b,1.22086876593153e-05,1.5595044352503657e-05,1.9453881819716407e-05
463,K2-29b,1.6152622691556718e-05,2.182529332023525e-05,2.8144820052689298e-05
464,WASP-45b,1.754764301063996e-05,2.367843438655678e-05,3.051024333791389e-05
465,Kepler-105b,1.2962614072429625e-05,1.781950851346379e-05,2.3215856980358835e-05
466,HAT-P-11b,3.0524434141857814e-06,4.087675380762848e-06,5.243368401541152e-06
467,TOI-421b,4.663805308723967e-06,6.3133643774444655e-06,8.15034378856705e-06
468,K2-19b,1.3683431214612616e-05,1.85440647907806e-05,2.3955791982253986e-05
469,TOI-1298b,1.171012584758567e-05,1.5993109139975382e-05,2.0755626907413287e-05
470,HAT-P-22b,5.232494697753163e-06,7.0803193286025805e-06,9.138254302724935e-06
471,HAT-P-42b,1.3720552679285664e-05,1.869934010686897e-05,2.4237294875104567e-05
472,WASP-121b,1.543891776428724e-05,2.1238904198956115e-05,2.768261749215324e-05
473,TOI-824b,1.0676078013442581e-05,1.4236945582241484e-05,1.8216766260314348e-05
474,TOI-270b,5.724550208326026e-06,7.362701868111683e-06,9.221760101843883e-06
475,XO-7b,9.682037008375692e-06,1.3286253885741253e-05,1.7291566889955674e-05
476,Qatar-1b,2.4026270648794283e-05,3.233403956274964e-05,4.159724575006326e-05
477,HD97658b,1.2721233036956178e-06,1.7155636388119367e-06,2.2097715422433906e-06
478,TOI-942c,7.0053893640023554e-06,9.419286242419959e-06,1.2111354763332848e-05
479,GJ3090b,4.605962493628726e-06,5.937083624020699e-06,7.445850731275971e-06
480,TOI-2134c,4.660685232282292e-07,6.212155630612432e-07,7.946411125357028e-07
481,TOI-3693b,9.06926005000588e-06,1.2276137446775094e-05,1.5847424135857823e-05
482,TOI-1470c,4.553529323000417e-06,5.906764891034354e-06,7.4355439732432555e-06
483,TOI-1408b,5.439099287231368e-06,7.468953474875889e-06,9.724526489310448e-06
484,HD260655b,2.2949814486435008e-06,2.9877671072896728e-06,3.7690684224694914e-06
485,HD63935b,2.008861160154095e-06,2.7289708407822452e-06,3.5303801350368952e-06
486,TOI-1420b,9.83253973709362e-06,1.3351980463383547e-05,1.726902789852322e-05
487,HD260655c,1.6225435537782857e-06,2.112340499740877e-06,2.6647176935751936e-06
488,HD109833b,2.9590032359080523e-06,4.040804624741228e-06,5.243746705109895e-06
489,TOI-4010b,2.2766848657641518e-05,3.0606125321065975e-05,3.934916376236017e-05
490,TOI-1272b,1.1980641690534432e-05,1.6114162063625488e-05,2.07236652597344e-05
491,HAT-P-64b,1.8617418935745427e-05,2.5610895140130385e-05,3.3380578811875615e-05
492,TOI-178e,4.567080645932993e-06,6.0453073936366964e-06,7.70132258282279e-06
493,TOI-178g,3.1960424007951687e-06,4.230505273233767e-06,5.389384472293403e-06
494,TOI-1135b,3.752626407152814e-06,5.141263418546564e-06,6.684732481795344e-06
495,TOI-2524b,1.649869238479311e-05,2.2514524829729445e-05,2.920470157312132e-05
496,TOI-178d,5.592986313392044e-06,7.403267893455508e-06,9.431274623780071e-06
497,Kepler-109c,8.886429634207293e-06,1.2146105706118353e-05,1.5770349829882242e-05
498,TOI-2207b,9.135014569802689e-06,1.2511967700632118e-05,1.626557599737208e-05
499,HAT-P-61b,2.9846974054640892e-05,4.05804429195282e-05,5.252398463883368e-05
500,TOI-277b,1.3896446172628065e-05,1.823605839034723e-05,2.3113239019792694e-05
501,TOI-1820b,8.471241044055837e-06,1.1543659733785058e-05,1.496121232658595e-05
502,TOI-1710b,1.993222632982681e-06,2.7133092696556306e-06,3.514417291003182e-06
503,TOI-2421b,1.00931943814068e-05,1.3727194666774341e-05,1.7770673175373285e-05
504,WASP-182b,1.5165331821963911e-05,2.063549092756973e-05,2.672154174566981e-05
505,TOI-1136c,3.951257229868595e-06,5.387203327125084e-06,6.9843229605659735e-06
506,TOI-1136d,2.8256797266372752e-06,3.852574089497198e-06,4.994729182593571e-06
507,NGTS-11b,5.025431887094607e-06,6.768109037667032e-06,8.71087631671984e-06
508,HIP94235b,2.1708730473117047e-06,2.969046054514314e-06,3.8564126412810985e-06
509,TOI-2025b,8.569766477846574e-06,1.1718417664586974e-05,1.5219011036102165e-05
510,TOI-2018b,2.5463256317602222e-06,3.356570486485982e-06,4.265600694453439e-06
511,GJ486b,3.5421317309962395e-06,4.520136157264234e-06,5.6352997714967e-06
512,Gaia-2b,1.149393041465247e-05,1.565936359137249e-05,2.0292863036123223e-05
513,TOI-2427b,5.383244227809801e-06,7.0737135494467045e-06,8.972585247563644e-06
514,TOI-139b,2.5701750380262964e-06,3.4249024793731547e-06,4.380398044050874e-06
515,LHS475b,6.153949334007639e-06,7.837209287408878e-06,9.75906560581269e-06
516,TOI-2583Ab,1.942432998584963e-05,2.654617087176747e-05,3.446466662244143e-05
517,TOI-2796b,1.706422655582986e-05,2.3263566511348754e-05,3.0158825703439374e-05
518,TOI-3976Ab,1.4611122154356691e-05,1.997890735674946e-05,2.5946701561035288e-05
519,TOI-969b,1.2015179302484626e-05,1.595576759893159e-05,2.036558741066832e-05
520,TOI-2000c,6.018879315931125e-06,8.186457230367113e-06,1.059825218192633e-05
521,TOI-2364b,1.4841780082935753e-05,2.0084491457407857e-05,2.5923253739684838e-05
522,TOI-2498b,1.2319914209148676e-05,1.682970234177889e-05,2.1844259861085246e-05
523,TOI-2587Ab,1.035700814294235e-05,1.4118819078463159e-05,1.830295722123163e-05
524,TOI-4145Ab,1.4484814759669795e-05,1.9592707127458203e-05,2.528182315897363e-05
525,HD23472f,2.1833976025102083e-06,2.9174837535018664e-06,3.7374734235455032e-06
526,HD207496b,1.625976098054814e-06,2.1793052732755364e-06,2.7968823359255705e-06
527,HD23472c,1.406342749584461e-06,1.8791731377971165e-06,2.4073346260547876e-06
528,TOI-1937Ab,4.227125892846987e-05,5.767027083759689e-05,7.479605211712606e-05
529,TOI-2803Ab,2.8215501992516647e-05,3.8733201988771835e-05,5.042087776313808e-05
530,TOI-2842b,2.13337535288569e-05,2.9145153476617055e-05,3.783077893344192e-05
531,K2-415b,1.0904607299579314e-05,1.379304121989226e-05,1.7106532231326193e-05
532,TOI-913b,3.504669182986326e-06,4.7122979900543315e-06,6.059091022317801e-06
533,TOI-2977b,2.0683091434974065e-05,2.8166381650880066e-05,3.6491135789418406e-05
534,TOI-444b,2.1831542171101947e-06,2.9500226724489984e-06,3.804327683423731e-06
535,TOI-470b,5.67937210128334e-06,7.669385012610127e-06,9.886591438019073e-06
536,TOI-836b,2.945602338705493e-06,3.923427368111233e-06,5.0166776938468145e-06
537,TOI-1416b,8.39889763087263e-06,1.1272924509223712e-05,1.447952365829225e-05
538,TOI-2459b,1.9016178671841518e-06,2.508300486062762e-06,3.188791834772732e-06
539,TOI-3023b,1.2871568231235964e-05,1.754670273545677e-05,2.2746700538901684e-05
540,TOI-3082b,1.6708405240321097e-05,2.208306526483317e-05,2.8107286906371592e-05
541,TOI-3912b,1.99041273137256e-05,2.7119471255668402e-05,3.514550371199995e-05
542,TOI-4551b,2.5500997260441673e-06,3.4235934744979965e-06,4.398103592129349e-06
543,TOI-858Bb,1.1470713011571594e-05,1.5655689162321037e-05,2.030967262471377e-05
544,HD183579b,1.6495836715304783e-06,2.2469244329199906e-06,2.911409795881648e-06
545,HD1397b,1.1632385044427795e-06,1.579888382767357e-06,2.0435945298708576e-06
546,NGTS-12b,1.156723230858447e-05,1.5752100636057285e-05,2.040755068130422e-05
547,TOI-2570b,2.1182633549829042e-05,2.888114482210041e-05,3.744373369317423e-05
548,TOI-778b,4.374445085337635e-06,6.030132891673317e-06,7.869223523546754e-06
549,TOI-1694b,9.619757351043797e-06,1.2977008666897627e-05,1.6718369404995272e-05
550,TOI-2443b,1.2292731043398123e-06,1.62900653952696e-06,2.076644826325245e-06
551,TOI-1452b,6.738900959605002e-06,8.529623970671495e-06,1.0582868780615356e-05
552,TOI-1516b,1.480322163761267e-05,2.037850007370225e-05,2.6572141429062037e-05
553,TOI-1431b,4.213002425277201e-06,5.863727865962662e-06,7.696189065046068e-06
554,HATS-38b,1.6818035960697846e-05,2.2917054299213967e-05,2.970122481973599e-05
555,K2-36c,8.73023850220466e-06,1.1725579616823178e-05,1.5066976559051534e-05
556,TOI-4600b,3.7498536069969357e-06,5.061884360268045e-06,6.5238204339463755e-06
557,TOI-1181b,1.2155912179055788e-05,1.6625096739360826e-05,2.1593709052130715e-05
558,HAT-P-58b,1.7752679473329688e-05,2.4308034272002708e-05,3.1594829873353694e-05
559,K2-329b,9.98973611976973e-06,1.3512735952212797e-05,1.7436601614449685e-05
560,TOI-5678b,3.0830955953384582e-06,4.184939536349223e-06,5.4113523153745625e-06
561,TOI-620b,4.62691636200737e-06,6.001724509173105e-06,7.554904930937473e-06
562,TOI-5344b,2.1425017051177526e-05,2.7857937280922137e-05,3.51170197275464e-05
563,HD73583b,2.579727821934928e-06,3.438648531533359e-06,4.398748401018489e-06
564,WASP-77Ab,1.0841872374874826e-05,1.4747736923829668e-05,1.9093600595283686e-05
565,LTT9779b,9.50164103459626e-06,1.2888372029145243e-05,1.6658462402798176e-05
566,TOI-3364b,9.09911829276399e-06,1.2394055277639728e-05,1.6059362485602484e-05
567,TOI-1634b,1.3740646223079277e-05,1.7707069642130026e-05,2.2203480132876556e-05
568,TOI-4641b,1.1100464530808857e-06,1.5288010990816984e-06,1.993980604045877e-06
569,TRAPPIST-1d,1.2722259469433724e-05,1.541157087296349e-05,1.863205643696889e-05
570,TRAPPIST-1h,5.958509016361493e-06,7.2180562126936805e-06,8.726380446788423e-06
571,TOI-244b,3.5713938997304624e-06,4.578045335359481e-06,5.7226766706774685e-06
572,TOI-544b,7.98520407867069e-06,1.0524513747706841e-05,1.3373577042657606e-05
573,HD110067b,1.670837609151628e-06,2.2594292997248353e-06,2.9150317296244266e-06
574,HD110067c,1.3697251077829792e-06,1.8522428655798646e-06,2.3896949219846515e-06
575,HD110067d,1.1239092682230563e-06,1.5198326378018602e-06,1.9608315973643267e-06
576,HD110067f,7.974774258266497e-07,1.078407531595343e-06,1.3913213272259607e-06
577,TOI-1442b,2.9216460202505907e-05,3.7264629788709364e-05,4.6444463762247075e-05
578,TOI-622b,3.5589967747957105e-06,4.892670630791456e-06,6.374469850594837e-06
579,K2-138f,8.096018813988062e-06,1.0965521767707132e-05,1.4160716892410629e-05
580,TRAPPIST-1c,1.6363605396881588e-05,1.982264745638563e-05,2.3964895543869706e-05
581,TOI-122b,1.560260500692083e-05,1.997200929212616e-05,2.494459671744067e-05
582,TOI-5126b,5.904302467667252e-06,8.092063460512097e-06,1.0523650875238838e-05
583,TOI-500b,1.2549153439381641e-05,1.666706686605295e-05,2.1275133992955595e-05
584,TOI-1107b,7.98355020349256e-06,1.0963647408634601e-05,1.4275107871484404e-05
585,K2-370b,1.1568865509873068e-05,1.5674866464586318e-05,2.0246593318578535e-05
586,HD28109d,1.1611769363753067e-06,1.5908224545558387e-06,2.0683746744940313e-06
587,HD110082b,3.00140058274027e-06,4.11613519602534e-06,5.3550130665939e-06
588,TOI-3714b,2.5787670765118625e-05,3.33857724284536e-05,4.19779854357148e-05
589,TOI-3629b,1.7873837789136686e-05,2.3326498439277438e-05,2.9468972140373497e-05
590,TOI-1194b,1.2067498206437137e-05,1.636961572756386e-05,2.11586656462239e-05
591,TOI-5398b,4.235365610134687e-06,5.793302942389898e-06,7.525307274050166e-06
592,TOI-5398c,6.2161608849689e-06,8.50271415980877e-06,1.1044742067222621e-05
593,TOI-1670c,2.191876418415651e-06,3.0048121780458676e-06,3.908321940668648e-06
594,K2-3b,4.220217967834711e-06,5.502481642295578e-06,6.947574045217175e-06
595,GJ367b,6.0434173903481324e-06,7.778358850451935e-06,9.74646652371453e-06
596,K2-174b,4.803630234154627e-06,6.382419738738076e-06,8.148912288759656e-06
597,TOI-628b,7.42086410981695e-06,1.0183341018973665e-05,1.3253240823719851e-05
598,TOI-712b,3.985936126650402e-06,5.3182265590413535e-06,6.807038961507998e-06
599,WASP-193b,1.2568447352943105e-05,1.720947248893806e-05,2.2368339184234732e-05
600,TOI-1064c,3.6661826332069765e-06,4.9044638076251e-06,6.287214407753907e-06
601,TOI-1842b,3.824748310444113e-06,5.24724312753752e-06,6.8280857719996455e-06
602,Kepler-1517b,8.350771362472712e-06,1.1591090897222733e-05,1.5188591478486678e-05
603,TOI-1231b,2.1460964482351413e-06,2.7659571170770407e-06,3.4685921069083442e-06
604,Qatar-6b,9.54786885473324e-06,1.2859307114124872e-05,1.655092406136963e-05
605,TOI-559b,7.863673874310713e-06,1.074521708656073e-05,1.394915960978549e-05
606,Kepler-63b,8.297339336764588e-06,1.1279236144507511e-05,1.459740431649671e-05
607,K2-399b,3.667242679021128e-05,4.9940015204773116e-05,6.46995226137409e-05
608,MASCARA-1b,5.105212512418107e-06,7.094081337476886e-06,9.302062551608567e-06
609,HD152843b,2.339480305420165e-06,3.212722022452078e-06,4.183062612483596e-06
610,WASP-189b,2.123178315415087e-06,2.9619525637981902e-06,3.893003137736358e-06
611,K2-403b,5.781499784639896e-06,7.851046793387224e-06,1.0154393056574355e-05
612,TOI-2193Ab,2.0122760652690637e-05,2.7512015509487666e-05,3.572737495327902e-05
613,TOI-1260b,9.246252569730237e-06,1.2207717028226512e-05,1.5528329732674746e-05
614,TOI-1260d,4.125057033843594e-06,5.4462636202817016e-06,6.927698038155733e-06
615,GPX-1b,2.9743931380037496e-05,4.115103993514451e-05,5.381806741554464e-05
616,WASP-184b,1.8952333392901005e-05,2.592376170489709e-05,3.3674101711678755e-05
617,NGTS-9b,2.2119739391680914e-05,3.0383532911781344e-05,3.956596430414841e-05
618,WASP-171b,2.5114669987333774e-05,3.433652866417071e-05,4.45893925507953e-05
619,TOI-4137b,1.2479932709838648e-05,1.7115469222369172e-05,2.2267230464850964e-05
620,TOI-1468c,3.4344513318481045e-06,4.415278812465603e-06,5.528657040050774e-06
621,TOI-2567b,1.386222542341239e-05,1.885442614642579e-05,2.4409088989568335e-05
622,TOI-1899b,6.597815093215539e-06,8.60154333822579e-06,1.085982777594998e-05
623,TOI-1468b,9.063312448399257e-06,1.1651657734407174e-05,1.4589796544608161e-05
624,TOI-2236b,1.2559171786156653e-05,1.7234000269111778e-05,2.2429082856437523e-05
625,TOI-3331Ab,1.8135126879995312e-05,2.466535453507628e-05,3.193136874560446e-05
626,TOI-3540Ab,1.2415138365972141e-05,1.6936872777712513e-05,2.196569536490771e-05
627,TOI-1288b,8.369189173164625e-06,1.130900310081216e-05,1.4584007767177021e-05
628,NGTS-24b,2.4721527456564624e-05,3.3730265464834574e-05,4.374907067088604e-05
629,TOI-1136f,1.9656210489606086e-06,2.6799571981244682e-06,3.474471902322572e-06
